user;word_pl;lang;translation;correct;time
pf;tylko;latin;tantum;True;2023-05-04 20:40:06
pf;twierdzić;latin;affirmo;True;2023-05-04 20:40:08
pf;tam;latin;ibi;True;2023-05-04 20:40:11
pf;spieszyć się, spieszyć;latin;properō;True;2023-05-04 20:40:14
pf;zawdzięczać (coś komuś);latin;dēbeō;True;2023-05-04 20:40:16
pf;ciągnąć, pociągać;latin;traho;True;2023-05-04 20:40:19
pf;żeglować;latin;nāvigo;True;2023-05-04 20:40:24
pf;sąsiedzi;latin;fīnitimī;True;2023-05-04 20:40:26
pf;uczyć, nauczać;latin;doceo;True;2023-05-04 20:40:30
pf;składać ofiarę;latin;sacrifico;True;2023-05-04 20:40:33
pf;troska;latin;cūra;True;2023-05-04 20:40:35
pf;robotnik;latin;operarius;True;2023-05-04 20:40:41
pf;rzecz ludzka;latin;humanum;True;2023-05-04 20:40:43
pf;już;latin;iam;True;2023-05-04 20:40:46
pf;żeglarz;latin;nauta;True;2023-05-04 20:40:50
pf;patrzeć, widzieć;latin;spectō;True;2023-05-04 20:40:55
pf;chętnie;latin;libenter;True;2023-05-04 20:40:58
pf;przez (+ acc);latin;per;True;2023-05-04 20:40:59
pf;widzieć;latin;video;True;2023-05-04 20:41:03
pf;chwalić;latin;laudō;True;2023-05-04 20:41:05
pf;dowozić;latin;adveho;True;2023-05-04 20:41:19
pf;zgoda;latin;concordia;True;2023-05-04 20:41:23
pf;rzeka;latin;fluvius;True;2023-05-04 20:41:30
pf;podobać się, być lubianym;latin;placeō;True;2023-05-04 20:41:34
pf;zabijać na ofiarę;latin;macto;True;2023-05-04 20:41:57
pf;więc;latin;ĭtăquĕ;True;2023-05-04 20:42:01
pf;bogaty;latin;opulentus;True;2023-05-04 20:42:03
pf;budynek;latin;aedeficium;True;2023-05-04 20:42:07
pf;mieszkaniec;latin;incola;True;2023-05-04 20:42:10
pf;budować;latin;struō;True;2023-05-20 16:57:50
pf;prawdziwy;latin;vērus;False;2023-05-20 16:57:53
pf;jednak;latin;tamen;True;2023-05-20 16:57:59
pf;miły;latin;gratus;True;2023-05-20 16:58:01
pf;nieść, przynosić;latin;porto;False;2023-05-20 16:58:03
pf;zabierać, usuwać;latin;asporto;False;2023-05-20 16:58:08
pf;wkraczać, najeżdżać;latin;invādo;False;2023-05-20 16:58:13
pf;wojna;latin;bellum;True;2023-05-20 16:58:17
pf;pieniądze;latin;pĕcūnĭa;True;2023-05-20 16:58:20
pf;widzieć;latin;video;True;2023-05-20 16:58:24
pf;sprawiedliwość;latin;iustĭtĭa;True;2023-05-20 16:58:28
pf;zawdzięczać (coś komuś);latin;dēbeō;True;2023-05-20 16:58:31
pf;rozgłaszać;latin;celebrō;True;2023-05-20 16:58:35
pf;uczyć się, studiować (+ dat);latin;studeo;False;2023-05-20 16:58:44
pf;wsiadać, dosiadać (+ acc);latin;conscendō;True;2023-05-20 16:58:48
pf;nieść, nosić;latin;gĕro;False;2023-05-20 16:58:51
pf;piękny;latin;pulcher;False;2023-05-20 16:58:59
pf;jeśli;latin;sī;False;2023-05-20 16:59:12
pf;handel;latin;mercātūra;True;2023-05-20 16:59:18
pf;burza;latin;procella;True;2023-05-20 16:59:21
pf;zdobywać;latin;paro;True;2023-05-20 16:59:23
pf;przyjaciel;latin;ămīcus;True;2023-05-20 16:59:26
pf;drogi;latin;cārus;True;2023-05-20 16:59:29
pf;rzadki, mało kto;latin;rarus;True;2023-05-20 16:59:31
pf;ozdabiać;latin;orno;True;2023-05-20 16:59:33
pf;do (+ acc);latin;in;True;2023-05-20 16:59:35
pf;zabić;latin;interfĭcĭo;False;2023-05-20 16:59:39
pf;kochać, lubić;latin;ămo;True;2023-05-20 16:59:45
pf;winnica;latin;vinea;True;2023-05-20 16:59:47
pf;poprawiać;latin;ēmendo;False;2023-05-20 16:59:50
pf;poprawiać;latin;ēmendo;True;2023-05-20 16:59:55
pf;uczyć się;latin;discō;False;2023-05-20 16:59:57
pf;i;latin;atque;True;2023-05-20 17:00:02
pf;unikać;latin;vītō;True;2023-05-20 17:00:06
pf;zmieniać;latin;mūto;True;2023-05-20 17:00:08
pf;pilny, pracowity;latin;sēdulus;True;2023-05-20 17:00:20
pf;prawdziwy;latin;vērus;True;2023-05-20 17:00:23
pf;gnębić;latin;prĕmo;False;2023-05-20 17:00:25
pf;nieść, przynosić;latin;porto;True;2023-05-20 17:00:30
pf;robotnik;latin;operarius;False;2023-05-20 17:00:32
pf;więc, w wyniku;latin;ergō;False;2023-05-20 17:00:35
pf;przez (+ acc);latin;per;False;2023-05-20 17:00:38
pf;wysoki;latin;altus;True;2023-05-20 17:00:40
pf;także;latin;quoque;True;2023-05-20 17:00:43
pf;uczyć się, studiować (+ dat);latin;studeo;True;2023-05-20 17:00:45
pf;szkodzić;latin;nŏcĕo;True;2023-05-20 17:00:48
pf;gdzie;latin;ubi;True;2023-05-20 17:00:50
pf;jeśli;latin;sī;True;2023-05-20 17:00:52
pf;piękny;latin;pulcher;True;2023-05-20 17:00:54
pf;często;latin;saepe;True;2023-05-20 17:00:56
pf;zostawać;latin;maneo;False;2023-05-20 17:00:58
pf;lecz;latin;sed;True;2023-05-20 17:01:01
pf;mieć;latin;habeo;True;2023-05-20 17:01:03
pf;praca;latin;negotium;True;2023-05-20 17:01:07
pf;jeszcze, także;latin;etiam;True;2023-05-20 17:01:10
pf;urodzajny;latin;fēcundus;True;2023-05-20 17:01:12
pf;zabierać, usuwać;latin;asporto;True;2023-05-20 17:01:16
pf;zaś;latin;autem;True;2023-05-20 17:01:19
pf;być;latin;sum;True;2023-05-20 17:01:23
pf;zabijać na ofiarę;latin;macto;True;2023-05-20 17:01:27
pf;jeniec;latin;captīvus;False;2023-05-20 17:01:29
pf;zabić;latin;interfĭcĭo;True;2023-05-20 17:01:34
pf;starać się;latin;studeo;False;2023-05-20 17:02:17
pf;dziecko;latin;liber;True;2023-05-20 17:02:24
pf;oczywisty, jasny;latin;clārus;True;2023-05-20 17:02:27
pf;tylko;latin;tantum;True;2023-05-20 17:02:30
pf;opowieść, baśń, bajka;latin;fābŭla;True;2023-05-20 17:02:32
pf;pragnąć;latin;cupio;False;2023-05-20 17:02:35
pf;gnębić;latin;prĕmo;True;2023-05-20 17:02:39
pf;uczyć się;latin;discō;True;2023-05-20 17:02:43
pf;robotnik;latin;operarius;True;2023-05-20 17:02:47
pf;ludzie, naród;latin;pŏpŭlus;True;2023-05-20 17:02:50
pf;zostawać;latin;maneo;True;2023-05-20 17:02:52
pf;ciągły, trwały, wieczny;latin;sempiternus;True;2023-05-20 17:02:55
pf;trudno;latin;difficile;True;2023-05-20 17:02:57
pf;jeniec;latin;captīvus;True;2023-05-20 17:03:00
pf;czynić, pędzić;latin;ago;True;2023-05-20 17:03:02
pf;dostarczać, przynosić;latin;praebeo;False;2023-05-20 17:03:05
pf;mylić się;latin;erro;True;2023-05-20 17:03:09
pf;czytać;latin;legō;True;2023-05-20 17:03:10
pf;rola, pole;latin;ager;True;2023-05-20 17:03:12
pf;być zdrowym, mieć się dobrze;latin;valeō;True;2023-05-20 17:03:15
pf;nigdy;latin;numquam;True;2023-05-20 17:03:19
pf;przez (+ acc);latin;per;True;2023-05-20 17:03:21
pf;pilność;latin;dīligentia;True;2023-05-20 17:03:24
pf;umieć;latin;scio;True;2023-05-20 17:03:26
pf;klaskać;latin;plaudō;False;2023-05-20 17:03:28
pf;uprawiać;latin;colo;True;2023-05-20 17:03:32
pf;zawsze;latin;semper;True;2023-05-20 17:03:35
pf;opowiadać;latin;narro;True;2023-05-20 17:03:37
pf;oszczędność;latin;parsimonia;True;2023-05-20 17:03:40
pf;dostarczać, przynosić;latin;praebeo;True;2023-05-20 17:03:43
pf;odpowiedni, nadający się;latin;idōneus;True;2023-05-20 17:03:52
pf;oddawać się czemuś, zajmować się czymś (+ dat);latin;studeo;True;2023-05-20 17:03:59
pf;czcić;latin;colo;True;2023-05-20 17:04:05
pf;sprzedawać;latin;vendo;True;2023-05-20 17:04:08
pf;więc, w wyniku;latin;ergō;True;2023-05-20 17:04:31
pf;naciskać;latin;prĕmo;True;2023-05-20 17:04:34
pf;spieszyć się, spieszyć;latin;properō;True;2023-05-20 17:04:37
pf;zboże;latin;frūmentum;True;2023-05-20 17:05:24
pf;bogaty;latin;opulentus;True;2023-05-20 17:05:26
pf;ponieważ;latin;quia;False;2023-05-20 17:05:29
pf;wkraczać, najeżdżać;latin;invādo;False;2023-05-20 17:05:36
pf;nieść, nosić;latin;gĕro;False;2023-05-20 17:05:42
pf;nieść, nosić;latin;gĕro;True;2023-05-20 17:05:45
pf;rzemieślnik;latin;faber;True;2023-05-20 17:05:49
pf;odpoczynek;latin;ōtium;True;2023-05-20 17:05:52
pf;bawić się;latin;lūdō;True;2023-05-20 17:05:54
pf;bogactwa;latin;divitiae;False;2023-05-20 17:05:56
pf;karać;latin;castīgo;False;2023-05-20 17:06:00
pf;twierdzić;latin;affirmo;True;2023-05-20 17:06:04
pf;zwyciężony;latin;victŭs;True;2023-05-20 17:06:06
pf;zwierzę pociągowe;latin;iūmentum;True;2023-05-20 17:06:09
pf;ciągnąć, pociągać;latin;traho;True;2023-05-20 17:06:11
pf;pokazywać;latin;monstrō;True;2023-05-20 17:06:13
pf;bowiem;latin;enim;True;2023-05-20 17:06:17
pf;bogactwa;latin;divitiae;True;2023-05-20 17:06:20
pf;dowozić;latin;adveho;True;2023-05-20 17:06:23
pf;pomagać, być pożytecznym;latin;prōsum;True;2023-05-20 17:06:27
pf;doświadczony;latin;perītus;True;2023-05-20 17:06:31
pf;więc;latin;ĭtăquĕ;False;2023-05-20 17:06:33
pf;znany;latin;notus;True;2023-05-20 17:06:36
pf;mały;latin;parvus;True;2023-05-20 17:06:38
pf;więc;latin;ĭtăquĕ;True;2023-05-20 17:06:41
pf;ponieważ;latin;quia;True;2023-05-20 17:06:45
pf;wkraczać, najeżdżać;latin;invādo;True;2023-05-20 17:06:48
pf;klaskać;latin;plaudō;True;2023-05-20 17:06:52
pf;w (+ abl);latin;in;True;2023-05-20 17:06:53
pf;troszczyć się, dbać (o coś + dat);latin;cūrō;True;2023-05-20 17:06:55
pf;z (kim, czym) (+ abl);latin;cum;True;2023-05-20 17:06:59
pf;jednomyślny, zgodny;latin;ūnanimus;True;2023-05-20 17:07:02
pf;pragnąć;latin;cupio;True;2023-05-20 17:07:09
pf;być dłużnym (komuś);latin;dēbeō;True;2023-05-20 17:07:14
pf;starać się;latin;studeo;True;2023-05-20 17:07:15
pf;bardzo;latin;valdē;True;2023-05-20 17:07:19
pf;karać;latin;castīgo;True;2023-05-20 17:07:27
pf;dobrze;latin;bene;True;2023-05-20 17:07:29
pf;szczęśliwy;latin;beātus;True;2023-05-20 17:07:31
pf;wiatr;latin;ventus;True;2023-05-20 17:07:33
pf;dawać;latin;do;True;2023-05-20 17:07:34
pf;patrzeć, widzieć;latin;spectō;True;2023-05-20 17:07:37
pf;lub;latin;aut;True;2023-05-20 17:07:40
pf;wtedy, następnie;latin;tum;False;2023-05-20 17:07:45
pf;mieszkać;latin;habitō;True;2023-05-20 17:07:48
pf;składać ofiarę;latin;sacrifico;False;2023-05-20 17:07:53
pf;zazdrościć (komus + dat);latin;invideo;True;2023-05-20 17:07:55
pf;orać;latin;aro;True;2023-05-20 17:07:58
pf;uczyć, nauczać;latin;doceo;True;2023-05-20 17:08:01
pf;już;latin;iam;True;2023-05-20 17:08:03
pf;ukazywać się;latin;appareo;True;2023-05-20 17:08:06
pf;przygotowywać;latin;paro;True;2023-05-20 17:08:07
pf;tam;latin;ibi;True;2023-05-20 17:08:09
pf;rzecz ludzka;latin;humanum;True;2023-05-20 17:08:11
pf;rzeka;latin;fluvius;True;2023-05-20 17:08:14
pf;bać się;latin;timeō;True;2023-05-20 17:08:16
pf;zgoda;latin;concordia;True;2023-05-20 17:08:18
pf;wtedy, następnie;latin;tum;True;2023-05-20 17:08:20
pf;chwalić;latin;laudō;True;2023-05-20 17:08:24
pf;składać ofiarę;latin;sacrifico;False;2023-05-20 17:08:26
pf;chętnie;latin;libenter;True;2023-05-20 17:08:32
pf;składać ofiarę;latin;sacrifico;True;2023-05-20 17:08:35
pf;żeglarz;latin;nauta;True;2023-05-20 17:08:36
pf;sąsiedzi;latin;fīnitimī;True;2023-05-20 17:08:39
pf;podobać się, być lubianym;latin;placeō;True;2023-05-20 17:08:43
pf;żeglować;latin;nāvigo;False;2023-05-20 17:08:46
pf;żeglować;latin;nāvigo;True;2023-05-20 17:10:17
pf;budynek;latin;aedeficium;True;2023-05-20 17:10:20
pf;troska;latin;cūra;True;2023-05-20 17:10:21
pf;mieszkaniec;latin;incola;True;2023-05-20 17:10:24
pf;pieniądze;latin;pĕcūnĭa;True;2023-08-08 22:51:44
pf;robotnik;latin;operarius;True;2023-08-08 22:51:48
pf;przez (+ acc);latin;per;True;2023-08-08 22:51:52
pf;zmieniać;latin;mūto;True;2023-08-08 22:51:55
pf;jeniec;latin;captīvus;True;2023-08-08 22:51:58
pf;zabierać, usuwać;latin;asporto;False;2023-08-08 22:52:01
pf;dowozić;latin;adveho;True;2023-08-08 22:52:10
pf;tylko;latin;tantum;True;2023-08-08 22:52:18
pf;u (+ acc);latin;ăpud;True;2023-08-08 22:53:29
pf;nieść, przynosić;latin;porto;True;2023-08-08 22:53:33
pf;pilnie, skrupulatnie;latin;dīlĭgentĕr;True;2023-08-08 22:53:37
pf;zabijać na ofiarę;latin;macto;True;2023-08-08 22:53:40
pf;miły;latin;gratus;True;2023-08-08 22:53:42
pf;drogi;latin;cārus;True;2023-08-08 22:53:45
pf;uczyć się, studiować (+ dat);latin;studeo;True;2023-08-08 22:53:47
pf;jeśli;latin;sī;True;2023-08-08 22:53:52
pf;bawić się;latin;lūdō;True;2023-08-08 22:54:32
pf;pokazywać;latin;monstrō;True;2023-08-08 22:54:35
pf;więc;latin;ĭtăquĕ;False;2023-08-08 22:54:39
pf;między (+acc);latin;intĕr;True;2023-08-08 22:55:00
pf;jednak;latin;tamen;True;2023-08-08 22:55:03
pf;zmieniać;latin;mūto;True;2023-08-08 22:55:16
pf;praca;latin;negotium;True;2023-08-08 22:55:32
pf;przyjaciel;latin;ămīcus;True;2023-08-08 22:55:34
pf;spieszyć się, spieszyć;latin;properō;False;2023-08-08 22:55:40
pf;jednak;latin;tamen;True;2023-08-08 22:56:13
pf;w (+ abl);latin;in;True;2023-08-08 22:56:16
pf;nieść, nosić;latin;gĕro;False;2023-08-08 22:56:19
pf;wysoki;latin;altus;True;2023-08-08 22:57:23
pf;unikać;latin;vītō;True;2023-08-08 22:57:26
pf;prawdziwy;latin;vērus;True;2023-08-08 22:57:29
pf;opowieść, baśń, bajka;latin;fābŭla;True;2023-08-08 22:57:34
pf;starać się;latin;studeo;True;2023-08-08 22:57:37
pf;czcić;latin;colo;True;2023-08-08 22:57:40
pf;tylko;latin;tantum;True;2023-08-08 22:57:42
pf;umieć;latin;scio;True;2023-08-08 22:57:44
pf;spieszyć się, spieszyć;latin;properō;True;2023-08-08 22:57:50
pf;poprawiać;latin;ēmendo;False;2023-08-08 22:57:51
pf;pragnąć;latin;cupio;True;2023-08-08 22:58:52
pf;poprawiać;latin;ēmendo;True;2023-08-08 22:58:54
pf;jeniec;latin;captīvus;True;2023-08-08 22:58:58
pf;karać;latin;castīgo;True;2023-08-08 22:59:01
pf;uprawiać;latin;colo;True;2023-08-08 22:59:05
pf;jeszcze, także;latin;etiam;True;2023-08-08 22:59:08
pf;gnębić;latin;prĕmo;False;2023-08-08 22:59:13
pf;kochać, lubić;latin;ămo;True;2023-08-08 22:59:16
pf;doświadczony;latin;perītus;True;2023-08-08 22:59:18
pf;zabić;latin;interfĭcĭo;False;2023-08-08 22:59:21
pf;więc, w wyniku;latin;ergō;True;2023-08-08 22:59:28
pf;zawdzięczać (coś komuś);latin;dēbeō;True;2023-08-08 22:59:36
pf;klaskać;latin;plaudō;True;2023-08-08 22:59:40
pf;więc;latin;ĭtăquĕ;True;2023-08-08 22:59:45
pf;dostarczać, przynosić;latin;praebeo;False;2023-08-08 22:59:49
pf;i;latin;atque;True;2023-08-08 23:00:02
pf;zabierać, usuwać;latin;asporto;False;2023-08-08 23:03:19
pf;składać ofiarę;latin;sacrifico;False;2023-08-08 23:03:23
pf;zabijać na ofiarę;latin;macto;True;2023-08-08 23:03:28
pf;zabierać, usuwać;latin;asporto;True;2023-08-08 23:03:31
pf;zmieniać;latin;mūto;True;2023-08-08 23:03:33
pf;nieść, nosić;latin;gĕro;True;2023-08-08 23:03:36
pf;mieć;latin;habeo;True;2023-08-08 23:03:39
pf;wkraczać, najeżdżać;latin;invādo;True;2023-08-08 23:03:45
pf;burza;latin;procella;True;2023-08-08 23:03:48
pf;uczyć się;latin;discō;False;2023-08-08 23:03:50
pf;bogaty;latin;opulentus;True;2023-08-08 23:03:55
pf;zboże;latin;frūmentum;True;2023-08-08 23:03:57
pf;piękny;latin;pulcher;True;2023-08-08 23:04:04
pf;zaś;latin;autem;True;2023-08-08 23:04:06
pf;jeśli;latin;sī;True;2023-08-08 23:04:08
pf;czynić, pędzić;latin;ago;True;2023-08-08 23:04:09
pf;sprawiedliwość;latin;iustĭtĭa;True;2023-08-08 23:04:13
pf;rozgłaszać;latin;celebrō;False;2023-08-08 23:04:18
pf;zostawać;latin;maneo;True;2023-08-08 23:04:22
pf;gnębić;latin;prĕmo;True;2023-08-08 23:04:27
pf;dostarczać, przynosić;latin;praebeo;False;2023-08-08 23:04:31
pf;ponieważ;latin;quia;False;2023-08-08 23:04:36
pf;przez (+ acc);latin;per;True;2023-08-08 23:04:46
pf;wtedy, następnie;latin;tum;False;2023-08-08 23:04:54
pf;czytać;latin;legō;True;2023-08-08 23:04:57
pf;opowiadać;latin;narro;True;2023-08-08 23:05:01
pf;często;latin;saepe;True;2023-08-08 23:05:03
pf;trudno;latin;difficile;True;2023-08-08 23:05:07
pf;nigdy;latin;numquam;True;2023-08-08 23:05:11
pf;żeglować;latin;nāvigo;True;2023-08-08 23:05:15
pf;do (+ acc);latin;in;True;2023-08-08 23:05:17
pf;nieść, przynosić;latin;porto;True;2023-08-08 23:05:20
pf;dawać;latin;do;True;2023-08-08 23:05:22
pf;bogactwa;latin;divitiae;True;2023-08-08 23:05:26
pf;być zdrowym, mieć się dobrze;latin;valeō;False;2023-08-08 23:05:30
pf;składać ofiarę;latin;sacrifico;True;2023-08-08 23:05:39
pf;naciskać;latin;prĕmo;False;2023-08-08 23:05:44
pf;oczywisty, jasny;latin;clārus;True;2023-08-08 23:05:50
pf;ponieważ;latin;quia;True;2023-08-08 23:05:53
pf;robotnik;latin;operarius;False;2023-08-08 23:05:56
pf;zawsze;latin;semper;True;2023-08-08 23:05:59
pf;zabić;latin;interfĭcĭo;True;2023-08-08 23:06:03
pf;rozgłaszać;latin;celebrō;True;2023-08-08 23:06:07
pf;wsiadać, dosiadać (+ acc);latin;conscendō;True;2023-08-08 23:06:12
pf;uczyć się;latin;discō;True;2023-08-08 23:06:16
pf;pokazywać;latin;monstrō;True;2023-08-08 23:06:18
pf;ciągły, trwały, wieczny;latin;sempiternus;True;2023-08-08 23:06:22
pf;wstrętny, nieprzyjemny;latin;ŏdĭōsus;True;2023-08-08 23:06:25
pf;zdobywać;latin;paro;False;2023-08-08 23:06:28
pf;znany;latin;notus;True;2023-08-08 23:06:35
pf;także;latin;quoque;False;2023-08-08 23:07:00
pf;dostarczać, przynosić;latin;praebeo;True;2023-08-08 23:07:07
pf;oszczędność;latin;parsimonia;True;2023-08-08 23:07:10
pf;gdzie;latin;ubi;True;2023-08-08 23:07:25
pf;uczyć się, studiować (+ dat);latin;studeo;True;2023-08-08 23:07:28
pf;być zdrowym, mieć się dobrze;latin;valeō;True;2023-08-08 23:07:33
pf;jednomyślny, zgodny;latin;ūnanimus;True;2023-08-08 23:07:37
pf;odpoczynek;latin;ōtium;True;2023-08-08 23:07:44
pf;twierdzić;latin;affirmo;True;2023-08-08 23:07:48
pf;robotnik;latin;operarius;True;2023-08-08 23:09:03
pf;rzadki, mało kto;latin;rarus;True;2023-08-08 23:09:05
pf;bać się;latin;timeō;True;2023-08-08 23:09:09
pf;zdobywać;latin;paro;True;2023-08-08 23:09:11
pf;budować;latin;struō;True;2023-08-08 23:09:16
pf;pomagać, być pożytecznym;latin;prōsum;True;2023-08-08 23:09:21
pf;pilny, pracowity;latin;sēdulus;False;2023-08-08 23:09:28
pf;pilny, pracowity;latin;sēdulus;True;2023-08-08 23:09:32
pf;zwyciężony;latin;victŭs;True;2023-08-08 23:09:35
pf;zwierzę pociągowe;latin;iūmentum;True;2023-08-08 23:09:38
pf;handel;latin;mercātūra;True;2023-08-08 23:09:42
pf;rzecz ludzka;latin;humanum;True;2023-08-08 23:12:22
pf;tam;latin;ibi;True;2023-08-08 23:12:25
pf;dowozić;latin;adveho;False;2023-08-08 23:12:28
pf;naciskać;latin;prĕmo;True;2023-08-08 23:12:35
pf;oddawać się czemuś, zajmować się czymś (+ dat);latin;studeo;False;2023-08-08 23:12:37
pf;widzieć;latin;video;True;2023-08-08 23:12:47
pf;być;latin;sum;True;2023-08-08 23:12:50
pf;wiatr;latin;ventus;True;2023-08-08 23:12:52
pf;dowozić;latin;adveho;True;2023-08-08 23:12:55
pf;także;latin;quoque;True;2023-08-08 23:12:59
pf;sprzedawać;latin;vendo;False;2023-08-08 23:13:02
pf;urodzajny;latin;fēcundus;True;2023-08-08 23:13:12
pf;dobrze;latin;bene;True;2023-08-08 23:13:14
pf;mylić się;latin;erro;True;2023-08-08 23:13:15
pf;odpowiedni, nadający się;latin;idōneus;False;2023-08-08 23:13:17
pf;wtedy, następnie;latin;tum;True;2023-08-08 23:13:26
pf;chwalić;latin;laudō;True;2023-08-08 23:13:30
pf;wojna;latin;bellum;True;2023-08-08 23:13:32
pf;odpowiedni, nadający się;latin;idōneus;True;2023-08-08 23:13:36
pf;szkodzić;latin;nŏcĕo;True;2023-08-08 23:13:38
pf;rola, pole;latin;ager;True;2023-08-08 23:13:40
pf;sprzedawać;latin;vendo;True;2023-08-08 23:13:46
pf;uczyć, nauczać;latin;doceo;False;2023-08-08 23:13:52
pf;troszczyć się, dbać (o coś + dat);latin;cūrō;True;2023-08-08 23:13:57
pf;z (kim, czym) (+ abl);latin;cum;False;2023-08-08 23:13:59
pf;patrzeć, widzieć;latin;spectō;True;2023-08-08 23:14:05
pf;oddawać się czemuś, zajmować się czymś (+ dat);latin;studeo;True;2023-08-08 23:14:07
pf;ozdabiać;latin;orno;False;2023-08-08 23:14:10
pf;ozdabiać;latin;orno;True;2023-08-08 23:14:19
pf;dziecko;latin;liber;False;2023-08-08 23:14:26
pf;pilność;latin;dīligentia;True;2023-08-08 23:14:40
pf;winnica;latin;vinea;True;2023-08-08 23:14:43
pf;ciągnąć, pociągać;latin;traho;True;2023-08-08 23:14:45
pf;bowiem;latin;enim;False;2023-08-08 23:14:47
pf;rzemieślnik;latin;faber;False;2023-08-08 23:14:55
pf;zgoda;latin;concordia;True;2023-08-08 23:14:58
pf;uczyć, nauczać;latin;doceo;True;2023-08-08 23:15:00
pf;lub;latin;aut;True;2023-08-08 23:15:05
pf;rzemieślnik;latin;faber;True;2023-08-08 23:15:08
pf;z (kim, czym) (+ abl);latin;cum;True;2023-08-08 23:15:11
pf;szczęśliwy;latin;beātus;True;2023-08-08 23:15:13
pf;żeglarz;latin;nauta;True;2023-08-08 23:15:15
pf;bowiem;latin;enim;True;2023-08-08 23:15:17
pf;przygotowywać;latin;paro;True;2023-08-08 23:15:20
pf;sąsiedzi;latin;fīnitimī;True;2023-08-08 23:15:22
pf;mieszkać;latin;habitō;False;2023-08-08 23:15:24
pf;być dłużnym (komuś);latin;dēbeō;True;2023-08-08 23:15:28
pf;mały;latin;parvus;True;2023-08-08 23:15:39
pf;ludzie, naród;latin;pŏpŭlus;True;2023-08-08 23:15:42
pf;zazdrościć (komus + dat);latin;invideo;True;2023-08-08 23:15:45
pf;lecz;latin;sed;True;2023-08-08 23:15:47
pf;dziecko;latin;liber;True;2023-08-08 23:15:49
pf;mieszkać;latin;habitō;True;2023-08-08 23:15:51
pf;ukazywać się;latin;appareo;True;2023-08-08 23:15:54
pf;troska;latin;cūra;True;2023-08-08 23:15:55
pf;już;latin;iam;True;2023-08-08 23:15:57
pf;orać;latin;aro;True;2023-08-08 23:16:02
pf;budynek;latin;aedeficium;True;2023-08-08 23:16:07
pf;bardzo;latin;valdē;True;2023-08-08 23:16:09
pf;rzeka;latin;fluvius;False;2023-08-08 23:16:11
pf;rzeka;latin;fluvius;True;2023-08-08 23:16:16
pf;u (+ acc);latin;ăpud;True;2023-08-08 23:16:20
pf;podobać się, być lubianym;latin;placeō;False;2023-08-08 23:16:22
pf;mieszkaniec;latin;incola;True;2023-08-08 23:16:31
pf;chętnie;latin;libenter;False;2023-08-08 23:16:34
pf;pilnie, skrupulatnie;latin;dīlĭgentĕr;False;2023-08-08 23:16:39
pf;pilnie, skrupulatnie;latin;dīlĭgentĕr;True;2023-08-08 23:16:47
pf;pieniądze;latin;pĕcūnĭa;True;2023-08-08 23:16:50
pf;miły;latin;gratus;False;2023-08-08 23:16:53
pf;podobać się, być lubianym;latin;placeō;True;2023-08-08 23:16:59
pf;chętnie;latin;libenter;True;2023-08-08 23:17:02
pf;bawić się;latin;lūdō;True;2023-08-08 23:17:05
pf;miły;latin;gratus;True;2023-08-08 23:17:08
pf;między (+acc);latin;intĕr;True;2023-08-08 23:17:09
pf;drogi;latin;cārus;True;2023-08-08 23:17:11
pf;zabierać, usuwać;latin;asporto;False;2023-08-12 22:09:52
pf;zabierać, usuwać;latin;asporto;True;2023-08-12 22:09:58
pf;naciskać;latin;prĕmo;True;2023-08-12 22:10:03
pf;uczyć, nauczać;latin;doceo;False;2023-08-12 22:10:16
pf;jednak;latin;tamen;True;2023-08-12 22:10:19
pf;być zdrowym, mieć się dobrze;latin;valeō;True;2023-08-12 22:10:22
pf;uczyć, nauczać;latin;doceo;True;2023-08-12 22:10:24
pf;spieszyć się, spieszyć;latin;properō;True;2023-08-12 22:10:36
pf;nieść, nosić;latin;gĕro;True;2023-08-12 22:10:40
pf;także;latin;quoque;False;2023-08-12 22:10:45
pf;gnębić;latin;prĕmo;False;2023-08-12 22:10:49
pf;z (kim, czym) (+ abl);latin;cum;True;2023-08-12 22:10:53
pf;gnębić;latin;prĕmo;True;2023-08-12 22:10:56
pf;dostarczać, przynosić;latin;praebeo;False;2023-08-12 22:11:00
pf;jeśli;latin;sī;True;2023-08-12 22:11:04
pf;poprawiać;latin;ēmendo;True;2023-08-12 22:11:07
pf;dowozić;latin;adveho;True;2023-08-12 22:11:11
pf;więc;latin;ĭtăquĕ;False;2023-08-12 22:11:14
pf;więc;latin;ĭtăquĕ;True;2023-08-12 22:11:17
pf;bowiem;latin;enim;True;2023-08-12 22:11:20
pf;zdobywać;latin;paro;True;2023-08-12 22:11:25
pf;ponieważ;latin;quia;False;2023-08-12 22:11:31
pf;ponieważ;latin;quia;True;2023-08-12 22:11:34
pf;pilny, pracowity;latin;sēdulus;True;2023-08-12 22:11:36
pf;dostarczać, przynosić;latin;praebeo;False;2023-08-12 22:11:39
pf;podobać się, być lubianym;latin;placeō;False;2023-08-12 22:11:44
pf;wtedy, następnie;latin;tum;True;2023-08-12 22:13:35
pf;także;latin;quoque;False;2023-08-12 22:14:07
pf;także;latin;quoque;False;2023-08-12 22:14:47
pf;zabić;latin;interfĭcĭo;True;2023-08-12 22:15:30
pf;nieść, nosić;latin;gĕro;True;2023-08-12 22:15:38
pf;także;latin;quoque;True;2023-08-12 22:15:47
pf;zdobywać;latin;paro;True;2023-08-12 22:15:52
